route,keyword_locale,status,score,primary_keyword,keyword_count,title_hit,description_hit,h1_hit,h2_hit,body_hit,body_words,body_keyword_occurrences,keyword_density_pct,h1_count,h2_count,issues,title,description,keywords,h1,h2,file
/en,en,strong,85,industrial UAV systems,4,true,true,true,false,true,1117,4,0.358,1,11,H2 未命中关键词,Industrial UAV Systems for Low-Altitude Operations | N-TET,"industrial UAV systems is the primary search theme for this page, with related coverage for low altitude monitoring, UAV inspection drone, emergency response UAV.",industrial UAV systems | low altitude monitoring | UAV inspection drone | emergency response UAV,Industrial UAV Systems for Low-Altitude Operations,Our Solutions | Product Center | Water Conservancy Monitoring Drone | Case Center | About Us | Latest News | Our Solutions | Product Center | Case Center | About Us | Latest News,.next/server/app/en.html
/en/about,en,strong,85,industrial UAV systems integrator,4,true,true,true,false,true,1178,2,0.170,1,5,H2 未命中关键词,Industrial UAV Systems Integrator Profile | N-TET,"N-TET is an industrial UAV systems integrator and solution provider focused on low-altitude monitoring equipment, inspection workflows, and security technologies for infrastructure operators.",industrial UAV systems integrator | low altitude monitoring solution provider | UAV system supplier | security technology integrator,Industrial UAV Systems Integrator Profile,Industrial UAV Integration Capabilities | R&D Team | Company Profile | R&D Team | Get Solution & Quotation,.next/server/app/en/about.html
/en/accessories,en,strong,80,drone accessories,8,true,false,true,true,true,1340,59,4.403,1,11,description 未命中关键词; 关键词密度偏高，需要检查堆砌风险,Drone Accessories & UAV Components | N-TET,"Browse N-TET UAV accessories including electro-optical gimbals, UAV engines, data links, propellers, motors, batteries, remote controllers, and flight controllers.",drone accessories | UAV components | UAV gimbal | UAV engine | UAV data link | drone propellers | UAV motors | flight controller,Drone Accessories & UAV Components,Drone Accessories and UAV Components for Industrial Platforms | Drone Accessories FAQ | Flight Controllers | UAV Motors | UAV Propellers | UAV Batteries | Electro-Optical Gimbals | UAV Engines | UAV Data Links | UAV Remote Controllers | Get Solution & Quotation,.next/server/app/en/accessories.html
/en/accessories/fc-bt1,en,strong,85,FC-BT1 UAV Solid-State Battery,4,true,false,true,true,true,3956,11,0.278,1,5,description 未命中关键词,FC-BT1 UAV Solid-State Battery | N-TET Drone Accessories,"FC-BT1 is a 280Wh/kg, 4.2V 10C solid-state lithium-ion battery series covering 16Ah-30Ah capacities for inspection, mapping, VTOL, multi-rotor industrial UAVs, robots, and unmanned vessels.",FC-BT1 UAV Solid-State Battery | drone accessories | UAV components | industrial UAV parts,FC-BT1 UAV Solid-State Battery,FC-BT1 UAV Solid-State Battery Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-bt1.html
/en/accessories/fc-bt2,en,strong,85,FC-BT2 UAV Solid-State Battery,4,true,false,true,true,true,3448,11,0.319,1,5,description 未命中关键词,FC-BT2 UAV Solid-State Battery | N-TET Drone Accessories,"FC-BT2 is an upgraded FC-BT1 series with 310Wh/kg energy density, improved wind resistance and landing safety, and stable performance for inspection, mapping, VTOL, and multi-rotor industrial UAVs.",FC-BT2 UAV Solid-State Battery | drone accessories | UAV components | industrial UAV parts,FC-BT2 UAV Solid-State Battery,FC-BT2 UAV Solid-State Battery Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-bt2.html
/en/accessories/fc-bt3,en,strong,85,FC-BT3 High-Voltage UAV Solid-State Battery,4,true,false,true,true,true,3567,11,0.308,1,5,description 未命中关键词,FC-BT3 High-Voltage UAV Solid-State Battery | N-TET Drone Accessories,FC-BT3 is a 4.35V high-voltage solid-state battery series with higher discharge rate and lower voltage sag for heavy-lift VTOL and aircraft with large differences between vertical-lift and cruise power demand.,FC-BT3 High-Voltage UAV Solid-State Battery | drone accessories | UAV components | industrial UAV parts,FC-BT3 High-Voltage UAV Solid-State Battery,FC-BT3 High-Voltage UAV Solid-State Battery Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-bt3.html
/en/accessories/fc-bt4,en,strong,85,FC-BT4 High-Energy UAV Solid-State Battery,4,true,false,true,true,true,5437,11,0.202,1,5,description 未命中关键词,FC-BT4 High-Energy UAV Solid-State Battery | N-TET Drone Accessories,"FC-BT4 is a 340Wh/kg high-energy-density solid-state battery series balancing low voltage sag, high safety, long service life, and cost performance for reconnaissance, solar, mapping, security, and long-endurance UAVs.",FC-BT4 High-Energy UAV Solid-State Battery | drone accessories | UAV components | industrial UAV parts,FC-BT4 High-Energy UAV Solid-State Battery,FC-BT4 High-Energy UAV Solid-State Battery Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-bt4.html
/en/accessories/fc-btg,en,strong,85,FC-BTG Training UAV Solid-State Battery,4,true,false,true,true,true,2727,11,0.403,1,5,description 未命中关键词,FC-BTG Training UAV Solid-State Battery | N-TET Drone Accessories,"FC-BTG is a cost-effective solid-state battery series for training, logistics, and power-operation scenarios, covering FC-BTG-TG1 and FC-BTG-TG3 configurations with stable output, long endurance, and training-friendly adaptation.",FC-BTG Training UAV Solid-State Battery | drone accessories | UAV components | industrial UAV parts,FC-BTG Training UAV Solid-State Battery,FC-BTG Training UAV Solid-State Battery Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-btg.html
/en/accessories/fc-c2d-propeller,en,strong,85,FC-C2D UAV Propeller,4,true,false,true,true,true,1519,10,0.658,1,5,description 未命中关键词,FC-C2D UAV Propeller | N-TET Drone Accessories,Dimension range: 11~42 in; maximum thrust: 12.42kgf (7000RPM); peak propeller efficiency: 11.08gf/W (2821RPM).,FC-C2D UAV Propeller | drone accessories | UAV components | industrial UAV parts,FC-C2D UAV Propeller,FC-C2D UAV Propeller Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-c2d-propeller.html
/en/accessories/fc-c2e-propeller,en,strong,85,FC-C2E UAV Propeller,4,true,false,true,true,true,1467,10,0.682,1,5,description 未命中关键词,FC-C2E UAV Propeller | N-TET Drone Accessories,Dimension range: 8~32 in; maximum thrust: 10.84kgf (6261RPM); peak propeller efficiency: 10.83gf/W (3442RPM).,FC-C2E UAV Propeller | drone accessories | UAV components | industrial UAV parts,FC-C2E UAV Propeller,FC-C2E UAV Propeller Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-c2e-propeller.html
/en/accessories/fc-c2t-propeller,en,strong,85,FC-C2T UAV Propeller,4,true,false,true,true,true,1495,10,0.669,1,5,description 未命中关键词,FC-C2T UAV Propeller | N-TET Drone Accessories,Dimension range: 14~46 in; maximum thrust: 24.99kgf (7850RPM); peak propeller efficiency: 8.49gf/W (3036RPM).,FC-C2T UAV Propeller | drone accessories | UAV components | industrial UAV parts,FC-C2T UAV Propeller,FC-C2T UAV Propeller Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-c2t-propeller.html
/en/accessories/fc-c2u-propeller,en,strong,85,FC-C2U UAV Propeller,4,true,false,true,true,true,1487,10,0.672,1,5,description 未命中关键词,FC-C2U UAV Propeller | N-TET Drone Accessories,Dimension range: 16~47 in; maximum thrust: 38.70kgf (7279RPM); peak propeller efficiency: 12.63gf/W (2309RPM).,FC-C2U UAV Propeller | drone accessories | UAV components | industrial UAV parts,FC-C2U UAV Propeller,FC-C2U UAV Propeller Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-c2u-propeller.html
/en/accessories/fc-c2ud-propeller,en,strong,85,FC-C2UD UAV Propeller,4,true,false,true,true,true,1537,10,0.651,1,5,description 未命中关键词,FC-C2UD UAV Propeller | N-TET Drone Accessories,Dimension range: 18~40 in; maximum thrust: 37.65kgf (7838RPM); peak propeller efficiency: 6.64gf/W (3720RPM).,FC-C2UD UAV Propeller | drone accessories | UAV components | industrial UAV parts,FC-C2UD UAV Propeller,FC-C2UD UAV Propeller Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-c2ud-propeller.html
/en/accessories/fc-fdj-111,en,strong,100,FC-FDJ-111 UAV Engine,4,true,true,true,true,true,1299,12,0.924,1,5,,FC-FDJ-111 UAV Engine | N-TET Drone Accessories,"FC-FDJ-111 UAV engine with displacement 111.2cm3, power/performance 11.2HP/7500rpm, static thrust 25.5kg/altitude 100m.",FC-FDJ-111 UAV Engine | drone accessories | UAV components | industrial UAV parts,FC-FDJ-111 UAV Engine,FC-FDJ-111 UAV Engine Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-fdj-111.html
/en/accessories/fc-fdj-120,en,strong,100,FC-FDJ-120 UAV Engine,4,true,true,true,true,true,1277,12,0.940,1,5,,FC-FDJ-120 UAV Engine | N-TET Drone Accessories,"FC-FDJ-120 UAV engine with displacement 120cm3, power/performance 12HP/7500rpm, static thrust 26.5kg/altitude 100m.",FC-FDJ-120 UAV Engine | drone accessories | UAV components | industrial UAV parts,FC-FDJ-120 UAV Engine,FC-FDJ-120 UAV Engine Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-fdj-120.html
