route,locale,page_type,keyword_status,keyword_score,primary_keyword,audit_scope,words,content_paragraphs,h1_count,h2_count,h3_count,image_count,missing_alt_count,internal_links,descriptive_internal_links,schema_types,search_intent_score,content_quality_score,experience_score,expertise_score,authority_score,trust_score,eeat_score,ai_citation_score,priority,issues,recommendations,title,h1,h2,file
/en,en,home,strong,85,industrial UAV systems,high_value_en,1117,4,1,11,61,65,0,242,224,Organization | ContactPoint | WebSite,100,100,25,20,15,21,81,66,P2 建议增强,,,Industrial UAV Systems for Low-Altitude Operations | N-TET,Industrial UAV Systems for Low-Altitude Operations,Our Solutions | Product Center | Water Conservancy Monitoring Drone | Case Center | About Us | Latest News | Our Solutions | Product Center,.next/server/app/en.html
/en/about,en,about,strong,85,industrial UAV systems integrator,high_value_en,1178,8,1,5,22,23,0,189,173,Organization | ContactPoint | WebSite,100,100,25,20,15,21,81,66,P2 建议增强,,,Industrial UAV Systems Integrator Profile | N-TET,Industrial UAV Systems Integrator Profile,Industrial UAV Integration Capabilities | R&D Team | Company Profile | R&D Team | Get Solution & Quotation,.next/server/app/en/about.html
/en/accessories,en,accessory_list,strong,80,drone accessories,high_value_en,1263,8,1,11,79,76,0,243,228,Organization | ContactPoint | WebSite,100,100,25,20,15,21,81,74,P2 建议增强,,,Drone Accessories & UAV Components | N-TET,Drone Accessories & UAV Components,Drone Accessories and UAV Components for Industrial Platforms | Flight Controllers | UAV Motors | UAV Propellers | UAV Batteries | Electro-Optical Gimbals | UAV Engines | UAV Data Links,.next/server/app/en/accessories.html
/en/accessories/fc-bt1,en,accessory_detail,strong,85,FC-BT1 UAV Solid-State Battery,full_inventory,3956,6,1,5,25,24,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-BT1 UAV Solid-State Battery | N-TET Drone Accessories,FC-BT1 UAV Solid-State Battery,FC-BT1 UAV Solid-State Battery Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-bt1.html
/en/accessories/fc-bt2,en,accessory_detail,strong,85,FC-BT2 UAV Solid-State Battery,full_inventory,3448,8,1,5,25,24,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-BT2 UAV Solid-State Battery | N-TET Drone Accessories,FC-BT2 UAV Solid-State Battery,FC-BT2 UAV Solid-State Battery Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-bt2.html
/en/accessories/fc-bt3,en,accessory_detail,strong,85,FC-BT3 High-Voltage UAV Solid-State Battery,full_inventory,3567,8,1,5,26,24,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-BT3 High-Voltage UAV Solid-State Battery | N-TET Drone Accessories,FC-BT3 High-Voltage UAV Solid-State Battery,FC-BT3 High-Voltage UAV Solid-State Battery Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-bt3.html
/en/accessories/fc-bt4,en,accessory_detail,strong,85,FC-BT4 High-Energy UAV Solid-State Battery,full_inventory,5437,6,1,5,25,24,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-BT4 High-Energy UAV Solid-State Battery | N-TET Drone Accessories,FC-BT4 High-Energy UAV Solid-State Battery,FC-BT4 High-Energy UAV Solid-State Battery Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-bt4.html
/en/accessories/fc-btg,en,accessory_detail,strong,85,FC-BTG Training UAV Solid-State Battery,full_inventory,2727,4,1,5,25,24,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,,,FC-BTG Training UAV Solid-State Battery | N-TET Drone Accessories,FC-BTG Training UAV Solid-State Battery,FC-BTG Training UAV Solid-State Battery Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-btg.html
/en/accessories/fc-c2d-propeller,en,accessory_detail,strong,85,FC-C2D UAV Propeller,full_inventory,1519,4,1,5,21,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-C2D UAV Propeller | N-TET Drone Accessories,FC-C2D UAV Propeller,FC-C2D UAV Propeller Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-c2d-propeller.html
/en/accessories/fc-c2e-propeller,en,accessory_detail,strong,85,FC-C2E UAV Propeller,full_inventory,1467,4,1,5,21,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-C2E UAV Propeller | N-TET Drone Accessories,FC-C2E UAV Propeller,FC-C2E UAV Propeller Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-c2e-propeller.html
/en/accessories/fc-c2t-propeller,en,accessory_detail,strong,85,FC-C2T UAV Propeller,full_inventory,1495,2,1,5,21,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,75,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-C2T UAV Propeller | N-TET Drone Accessories,FC-C2T UAV Propeller,FC-C2T UAV Propeller Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-c2t-propeller.html
/en/accessories/fc-c2u-propeller,en,accessory_detail,strong,85,FC-C2U UAV Propeller,full_inventory,1487,2,1,5,21,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,75,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-C2U UAV Propeller | N-TET Drone Accessories,FC-C2U UAV Propeller,FC-C2U UAV Propeller Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-c2u-propeller.html
/en/accessories/fc-c2ud-propeller,en,accessory_detail,strong,85,FC-C2UD UAV Propeller,full_inventory,1537,4,1,5,21,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-C2UD UAV Propeller | N-TET Drone Accessories,FC-C2UD UAV Propeller,FC-C2UD UAV Propeller Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-c2ud-propeller.html
/en/accessories/fc-fdj-111,en,accessory_detail,strong,100,FC-FDJ-111 UAV Engine,full_inventory,1299,4,1,5,20,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-FDJ-111 UAV Engine | N-TET Drone Accessories,FC-FDJ-111 UAV Engine,FC-FDJ-111 UAV Engine Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-fdj-111.html
/en/accessories/fc-fdj-120,en,accessory_detail,strong,100,FC-FDJ-120 UAV Engine,full_inventory,1277,2,1,5,20,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,75,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-FDJ-120 UAV Engine | N-TET Drone Accessories,FC-FDJ-120 UAV Engine,FC-FDJ-120 UAV Engine Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-fdj-120.html
/en/accessories/fc-fdj-120hd,en,accessory_detail,strong,100,FC-FDJ-120HD UAV Engine,full_inventory,1243,2,1,5,20,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,75,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-FDJ-120HD UAV Engine | N-TET Drone Accessories,FC-FDJ-120HD UAV Engine,FC-FDJ-120HD UAV Engine Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-fdj-120hd.html
/en/accessories/fc-fdj-170,en,accessory_detail,strong,100,FC-FDJ-170 UAV Engine,full_inventory,1267,2,1,5,20,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,75,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-FDJ-170 UAV Engine | N-TET Drone Accessories,FC-FDJ-170 UAV Engine,FC-FDJ-170 UAV Engine Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-fdj-170.html
/en/accessories/fc-fdj-200,en,accessory_detail,strong,100,FC-FDJ-200 UAV Engine,full_inventory,1255,2,1,5,20,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,75,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-FDJ-200 UAV Engine | N-TET Drone Accessories,FC-FDJ-200 UAV Engine,FC-FDJ-200 UAV Engine Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-fdj-200.html
/en/accessories/fc-fdj-222,en,accessory_detail,strong,100,FC-FDJ-222 UAV Engine,full_inventory,1277,2,1,5,20,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,75,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-FDJ-222 UAV Engine | N-TET Drone Accessories,FC-FDJ-222 UAV Engine,FC-FDJ-222 UAV Engine Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-fdj-222.html
/en/accessories/fc-fdj-430,en,accessory_detail,strong,100,FC-FDJ-430 UAV Engine,full_inventory,1417,4,1,5,20,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-FDJ-430 UAV Engine | N-TET Drone Accessories,FC-FDJ-430 UAV Engine,FC-FDJ-430 UAV Engine Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-fdj-430.html
/en/accessories/fc-fdj-55,en,accessory_detail,strong,100,FC-FDJ-55 UAV Engine,full_inventory,1305,4,1,5,20,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-FDJ-55 UAV Engine | N-TET Drone Accessories,FC-FDJ-55 UAV Engine,FC-FDJ-55 UAV Engine Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-fdj-55.html
/en/accessories/fc-fdj-60,en,accessory_detail,strong,100,FC-FDJ-60 UAV Engine,full_inventory,1277,2,1,5,20,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,75,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-FDJ-60 UAV Engine | N-TET Drone Accessories,FC-FDJ-60 UAV Engine,FC-FDJ-60 UAV Engine Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-fdj-60.html
/en/accessories/fc-fdj-61,en,accessory_detail,strong,100,FC-FDJ-61 UAV Engine,full_inventory,1277,2,1,5,20,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,75,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-FDJ-61 UAV Engine | N-TET Drone Accessories,FC-FDJ-61 UAV Engine,FC-FDJ-61 UAV Engine Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-fdj-61.html
/en/accessories/fc-fdj-70hd,en,accessory_detail,strong,100,FC-FDJ-70HD UAV Engine,full_inventory,1245,2,1,5,20,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,75,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-FDJ-70HD UAV Engine | N-TET Drone Accessories,FC-FDJ-70HD UAV Engine,FC-FDJ-70HD UAV Engine Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-fdj-70hd.html
/en/accessories/fc-fdj-85,en,accessory_detail,strong,100,FC-FDJ-85 UAV Engine,full_inventory,1277,2,1,5,20,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,75,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-FDJ-85 UAV Engine | N-TET Drone Accessories,FC-FDJ-85 UAV Engine,FC-FDJ-85 UAV Engine Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-fdj-85.html
/en/accessories/fc-l10tr-three-light-gimbal,en,accessory_detail,strong,100,FC-L10TR Electro-Optical Gimbal,full_inventory,1815,4,1,5,18,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,,,FC-L10TR Electro-Optical Gimbal | N-TET Drone Accessories,FC-L10TR Electro-Optical Gimbal,FC-L10TR Electro-Optical Gimbal Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-l10tr-three-light-gimbal.html
/en/accessories/fc-l40-smart-optical-pod,en,accessory_detail,strong,100,FC-L40 Electro-Optical Gimbal,full_inventory,1635,4,1,5,18,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,,,FC-L40 Electro-Optical Gimbal | N-TET Drone Accessories,FC-L40 Electro-Optical Gimbal,FC-L40 Electro-Optical Gimbal Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-l40-smart-optical-pod.html
/en/accessories/fc-l40t-dual-light-gimbal,en,accessory_detail,strong,100,FC-L40T Electro-Optical Gimbal,full_inventory,1751,4,1,5,18,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,,,FC-L40T Electro-Optical Gimbal | N-TET Drone Accessories,FC-L40T Electro-Optical Gimbal,FC-L40T Electro-Optical Gimbal Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-l40t-dual-light-gimbal.html
/en/accessories/fc-l40tr-smart-optical-pod,en,accessory_detail,strong,100,FC-L40TR Electro-Optical Gimbal,full_inventory,1799,4,1,5,18,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,,,FC-L40TR Electro-Optical Gimbal | N-TET Drone Accessories,FC-L40TR Electro-Optical Gimbal,FC-L40TR Electro-Optical Gimbal Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-l40tr-smart-optical-pod.html
/en/accessories/fc-l50-smart-optical-pod,en,accessory_detail,strong,100,FC-L50 Electro-Optical Gimbal,full_inventory,1659,4,1,5,18,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,,,FC-L50 Electro-Optical Gimbal | N-TET Drone Accessories,FC-L50 Electro-Optical Gimbal,FC-L50 Electro-Optical Gimbal Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-l50-smart-optical-pod.html
